streetNumber,streetName,streetType,suburb,postcode,state,geoLocation/latitude,geoLocation/longitude,propertyType,bedrooms,bathrooms,price,result,agent
12,Marjory,St,Thomastown,3074,Vic,-37.6820433,145.0229635,Unit,2,1,564500,AUSD,HAR Rata & Co
4,Clyde,St,Thornbury,3071,Vic,-37.7612669,145.0062606,House,4,2,1610000,AUSP,BP Inner North
9,Ethel,St,Thornbury,3057,Vic,-37.7722647,144.9750189,House,2,2,990000,AUSD,NAY Brunswick
80,Harold,St,Thornbury,3071,Vic,-37.7560998,144.995328,House,3,2,1490000,AUSD,Nelson Alexander Northcote
88,Rennie,St,Thornbury,3071,Vic,-37.7524726,144.9866776,House,3,1,N/A,AUHB,Jellis Craig Northcote
21,Bruce,St,Toorak,3142,Vic,-37.8367666,145.0077887,Unit,1,1,N/A,AUVB,Woodards South Yarra
50,St Georges,Rd,Toorak,3142,Vic,-37.8347802,145.0187229,Unit,3,2,1412000,AUSD,Thomson
417,Toorak,Rd,Toorak,3142,Vic,-37.8402407,145.006411,Unit,3,1,N/A,AUSP,Marshall White Balwyn
12,Mainview,Bvd,Truganina,3029,Vic,-37.8391472,144.7338669,House,4,2,812500,AUSD,The Eleet Wyndham City
135,Jolimont,Rd,Vermont,3133,Vic,-37.844291,145.1871524,Unit,2,1,740000,AUSP,BP Blackburn
266,Hawthorn,Rd,Vermont South,3133,Vic,-37.8479451,145.1831856,House,4,2,1210000,AUSD,Woodards Blackburn
11,Prestbury,Dr,Vermont South,3133,Vic,-37.8467898,145.1756375,House,5,2,N/A,AUSD,RT Edgar Boroondara
237a,Hawthorn,Rd,Vermont South,3133,Vic,-37.8491687,145.1774921,House,4,3,N/A,PTSD,Hoskins Maroondah
82,Lyon,Rd,Viewbank,3084,Vic,-37.7338207,145.086749,House,4,2,1255000,AUSP,Nelson Alexander Ivanhoe
121,Willandra,Cct,Warragul,3820,Vic,-38.1459145,145.9082282,House,4,2,N/A,AUPN,RW Doreen
8-Oct,Blair,St,Warrandyte,3113,Vic,-37.747198,145.211981,House,4,2,N/A,PTSD,RT Edgar Boroondara
127,Daltons,Rd,Warrnambool,3280,Vic,-38.3632965,142.4727176,House,4,1,N/A,AUSP,Ray White Warrnambool
5,Floral,Pl,Warrnambool,3280,Vic,-38.3882708,142.501085,House,3,1,452000,AUSD,Ray White Warrnambool
20,Kingston,Cl,Warrnambool,3280,Vic,-38.3628285,142.4767367,House,4,2,865000,AUSD,Ray White Warrnambool
1,Ananda,Ct,Watsonia,3087,Vic,-37.715042,145.0753321,House,3,1,880000,AUHB,Darren Jones Real Estate
16,Binnak,Dr,Watsonia North,3087,Vic,-37.6926603,145.08369,House,4,2,1090000,AUSD,Barry Plant Bundoora
14,Gillingham,St,Watsonia North,3087,Vic,-37.6922064,145.0874383,House,3,2,815000,AUSD,Barry Plant Bundoora
34,Kelvin,Gr,Werribee,3030,Vic,-37.896352,144.6410809,House,3,2,506500,AUSD,Westside Realty Group
25,Mirabella,Cl,Werribee,3030,Vic,-37.8748402,144.6641124,House,3,1,531000,AUSP,RW Point Cook
28B,Alma,St,West Footscray,3012,Vic,-37.794072,144.870738,House,2,1,780000,AUSD,Jas Stephens Real Estate Yarraville
13,Beaumont,Pde,West Footscray,3012,Vic,-37.8081428,144.8688029,Unit,2,1,N/A,AUPI,Jas Stephens Real Estate Yarraville
29,Blandford,St,West Footscray,3012,Vic,-37.7951027,144.8775271,Unit,2,1,625000,AUHB,Burnham Real Estate
52,Devonshire,St,West Footscray,3012,Vic,-37.7901503,144.8671343,House,3,2,900000,AUSP,Jas Stephens Real Estate Yarraville
24,Hampton,Pde,West Footscray,3012,Vic,-37.8063397,144.8676856,House,4,2,950000,AUHB,Trimson Partners
5,Hansen,St,West Footscray,3012,Vic,-37.8053904,144.8786016,House,2,1,N/A,AUSP,Village Real Estate - Seddon
4a,Khartoum,St,West Footscray,3012,Vic,-37.7906915,144.8802185,House,2,2,785750,AUSD,McGrath Yarraville
35,Napoleon,St,West Footscray,3012,Vic,-37.7912172,144.8677286,House,3,1,900000,AUSP,Buxton Inner West
13,Robbs,Rd,West Footscray,3012,Vic,-37.8051189,144.8772693,House,3,2,1500000,AUSP,Village Real Estate - Seddon
30,Sredna,St,West Footscray,3012,Vic,-37.8019171,144.8605953,House,3,2,N/A,AUSP,Buxton Inner West
5,Wattle,St,West Footscray,3012,Vic,-37.806238,144.8737021,Unit,2,1,N/A,AUSP,HS Yarraville
470,William,St,West Melbourne,3003,Vic,-37.8064118,144.9543219,House,4,1,2610000,AUSD,Jellis Craig
11,Patho,Ct,Westmeadows,3049,Vic,-37.6687159,144.9014266,Unit,3,2,630000,AUSP,Hpg Estate Agents
45,Belinda,Cr,Wheelers Hill,3150,Vic,-37.9053913,145.1860453,House,5,3,N/A,AUHB,BP Monash
24,Earlwood,Dr,Wheelers Hill,3150,Vic,-37.9105633,145.1755512,House,3,2,1141000,AUSD,Buxton Box Hill
47,Plato,Cr,Wheelers Hill,3150,Vic,-37.9093481,145.1636696,House,4,2,1150000,AUSD,McGrath Waverley
5,Planet,Ct,Whittington,3219,Vic,-38.174142,144.395601,House,3,1,370000,AUSD,Hayeswinckle Newtown
27,Fieldwren,Dr,Williams Landing,3027,Vic,-37.859702,144.7348105,House,4,2,N/A,AUVB,RW South Morang
160,Melbourne,Rd,Williamstown,3016,Vic,-37.8539008,144.8912169,House,4,3,N/A,AUHB,Jellis Craig Inner West
47a,Henry,St,Windsor,3181,Vic,-37.854306,144.985876,House,2,1,N/A,AUSD,Jellis Craig Stonnington
382,High,St,Windsor,3181,Vic,-37.8530429,145.000827,House,6,3,N/A,AUSD,Belle Property Armadale
K6,High,St,Windsor,3181,Vic,-37.8509087,144.9830628,Unit,2,2,687000,AUSD,Simon Graf Real Estate
10,Havelock,St,Wodonga,3690,Vic,-36.1234128,146.8909696,House,3,1,675000,AUSD,Wodonga Real Estate Best Agents
17,Matilda,Av,Wollert,3750,Vic,-37.6172833,145.0312827,House,2,1,N/A,AUPI,Ray White Epping
5,Pearce,Rd,Wollert,3750,Vic,-37.6093903,145.0136215,House,4,2,727000,AUSD,HAR Rata & Co
8,Melbourne,La,Yackandandah,3749,Vic,-36.3153871,146.8379084,House,3,1,525000,AUSD,PJ Murphy Real Estate Pty Ltd
16,Lowan,Av,Yallambie,3085,Vic,-37.7205407,145.1080789,House,3,2,900000,AUHB,Jellis Craig Greensborough
21,Barnet,St,Yarraville,3013,Vic,-37.8112497,144.8926999,House,4,2,N/A,AUHB,Buxton Inner West
